"Year","Commodity","Supply and disposition","VALUE"
"1969","Milkshake","Total supply","6.15"
"1969","Milkshake","Production","6.15"
"1969","Milkshake","Total disposition","6.15"
"1969","Milkshake","Domestic disappearance","6.15"
"1969","Ice cream","Total supply","264.67"
"1969","Ice cream","Production","264.67"
"1969","Ice cream","Total disposition","264.67"
"1969","Ice cream","Domestic disappearance","264.67"
"1969","Sherbet","Total supply","3.51"
"1969","Sherbet","Production","3.51"
"1969","Sherbet","Total disposition","3.51"
"1969","Sherbet","Domestic disappearance","3.51"
"1969","Ice milk","Total supply","11.06"
"1969","Ice milk","Production","11.06"
"1969","Ice milk","Total disposition","11.06"
"1969","Ice milk","Domestic disappearance","11.06"
"1969","Standard milk 3.25%","Total supply","1278.65"
"1969","Standard milk 3.25%","Production","1278.65"
"1969","Standard milk 3.25%","Total disposition","1278.65"
"1969","Standard milk 3.25%","Domestic disappearance","1278.65"
"1969","Buttermilk","Total supply","15.08"
"1969","Buttermilk","Production","15.08"
"1969","Buttermilk","Total disposition","15.08"
"1969","Buttermilk","Domestic disappearance","15.08"
"1969","Partly skimmed milk 2%","Total supply","561.92"
"1969","Partly skimmed milk 2%","Production","561.92"
"1969","Partly skimmed milk 2%","Total disposition","561.92"
"1969","Partly skimmed milk 2%","Domestic disappearance","561.92"
"1969","Partly skimmed milk 1%","Total disposition",
"1969","Skim milk","Total supply","65.90"
"1969","Skim milk","Production","65.90"
"1969","Skim milk","Total disposition","65.90"
"1969","Skim milk","Domestic disappearance","65.90"
"1969","Chocolate and other flavoured milk","Total supply","54.80"
"1969","Chocolate and other flavoured milk","Production","54.80"
"1969","Chocolate and other flavoured milk","Total disposition","54.80"
"1969","Chocolate and other flavoured milk","Domestic disappearance","54.80"
"1969","Cereal cream 10%","Total supply","56.21"
"1969","Cereal cream 10%","Production","56.21"
"1969","Cereal cream 10%","Total disposition","56.21"
"1969","Cereal cream 10%","Domestic disappearance","56.21"
"1969","Table cream 18%","Total supply","5.92"
"1969","Table cream 18%","Production","5.92"
"1969","Table cream 18%","Total disposition","5.92"
"1969","Table cream 18%","Domestic disappearance","5.92"
"1969","Whipping cream 32% or 35%","Total supply","11.00"
"1969","Whipping cream 32% or 35%","Production","11.00"
"1969","Whipping cream 32% or 35%","Total disposition","11.00"
"1969","Whipping cream 32% or 35%","Domestic disappearance","11.00"
"1969","Sour cream","Total supply","4.67"
"1969","Sour cream","Production","4.67"
"1969","Sour cream","Total disposition","4.67"
"1969","Sour cream","Domestic disappearance","4.67"
"1969","Yogurt","Total supply","5.92"
"1969","Yogurt","Production","5.92"
"1969","Yogurt","Total disposition","5.92"
"1969","Yogurt","Domestic disappearance","5.92"
"1969","Chicken","Total supply","289.94"
"1969","Chicken","Beginning stocks","7.38"
"1969","Chicken","Production","280.95"
"1969","Chicken","Imports","1.61"
"1969","Chicken","Total disposition","280.49"
"1969","Chicken","Domestic disappearance","280.10"
"1969","Chicken","Exports","0.39"
"1969","Chicken","Ending stocks","9.45"
"1969","Stewing hen","Total supply","33.01"
"1969","Stewing hen","Beginning stocks","1.65"
"1969","Stewing hen","Production","30.57"
"1969","Stewing hen","Imports","0.79"
"1969","Stewing hen","Total disposition","31.53"
"1969","Stewing hen","Domestic disappearance","31.53"
"1969","Stewing hen","Ending stocks","1.48"
"1969","Chicken and stewing hen total","Total supply","322.95"
"1969","Chicken and stewing hen total","Beginning stocks","9.03"
"1969","Chicken and stewing hen total","Production","311.52"
"1969","Chicken and stewing hen total","Imports","2.40"
"1969","Chicken and stewing hen total","Total disposition","312.02"
"1969","Chicken and stewing hen total","Domestic disappearance","311.63"
"1969","Chicken and stewing hen total","Exports","0.39"
"1969","Chicken and stewing hen total","Ending stocks","10.93"
"1969","Turkey","Total supply","107.81"
"1969","Turkey","Beginning stocks","15.63"
"1969","Turkey","Production","91.69"
"1969","Turkey","Imports","0.49"
"1969","Turkey","Total disposition","95.58"
"1969","Turkey","Domestic disappearance","95.33"
"1969","Turkey","Exports","0.25"
"1969","Turkey","Ending stocks","12.23"
"1969","Eggs","Total supply","326.55"
"1969","Eggs","Beginning stocks","4.37"
"1969","Eggs","Production","315.72"
"1969","Eggs","Imports","6.46"
"1969","Eggs","Total disposition","325.03"
"1969","Eggs","Domestic disappearance","307.57"
"1969","Eggs","Exports","1.50"
"1969","Eggs","Manufacturing","15.97"
"1969","Eggs","Ending stocks","1.52"
"1969","Pork","Total supply","657.37"
"1969","Pork","Beginning stocks","11.00"
"1969","Pork","Production","614.52"
"1969","Pork","Imports","31.85"
"1969","Pork","Total disposition","646.27"
"1969","Pork","Domestic disappearance","532.68"
"1969","Pork","Exports","25.70"
"1969","Pork","Manufacturing","38.73"
"1969","Pork","Waste","49.16"
"1969","Pork","Ending stocks","11.10"
"1969","Beef","Total supply","882.66"
"1969","Beef","Beginning stocks","18.17"
"1969","Beef","Production","797.57"
"1969","Beef","Imports","66.92"
"1969","Beef","Total disposition","864.54"
"1969","Beef","Domestic disappearance","816.85"
"1969","Beef","Exports","37.56"
"1969","Beef","Manufacturing","10.13"
"1969","Beef","Ending stocks","18.12"
"1969","Veal","Total supply","50.74"
"1969","Veal","Beginning stocks","1.92"
"1969","Veal","Production","48.82"
"1969","Veal","Total disposition","48.85"
"1969","Veal","Domestic disappearance","48.35"
"1969","Veal","Manufacturing","0.50"
"1969","Veal","Ending stocks","1.89"
"1969","Beef and veal total","Total supply","933.40"
"1969","Beef and veal total","Beginning stocks","20.09"
"1969","Beef and veal total","Production","846.39"
"1969","Beef and veal total","Total disposition","913.39"
"1969","Beef and veal total","Domestic disappearance","865.20"
"1969","Beef and veal total","Manufacturing","10.63"
"1969","Beef and veal total","Ending stocks","20.01"
"1969","Mutton and lamb","Total supply","54.61"
"1969","Mutton and lamb","Beginning stocks","5.18"
"1969","Mutton and lamb","Production","7.77"
"1969","Mutton and lamb","Imports","41.66"
"1969","Mutton and lamb","Total disposition","48.68"
"1969","Mutton and lamb","Domestic disappearance","47.89"
"1969","Mutton and lamb","Exports","0.31"
"1969","Mutton and lamb","Manufacturing","0.47"
"1969","Mutton and lamb","Ending stocks","5.93"
"1969","Offal","Total supply","58.32"
"1969","Offal","Beginning stocks","3.31"
"1969","Offal","Production","51.51"
"1969","Offal","Imports","3.50"
"1969","Offal","Total disposition","54.88"
"1969","Offal","Domestic disappearance","36.26"
"1969","Offal","Exports","17.60"
"1969","Offal","Manufacturing","1.01"
"1969","Offal","Ending stocks","3.45"
"1969","Butter","Total supply","187.17"
"1969","Butter","Beginning stocks","28.35"
"1969","Butter","Production","158.82"
"1969","Butter","Imports","0.00"
"1969","Butter","Total disposition","146.34"
"1969","Butter","Domestic disappearance","146.34"
"1969","Butter","Exports","0.00"
"1969","Butter","Ending stocks","40.83"
"1969","Margarine","Total supply","96.12"
"1969","Margarine","Beginning stocks","3.40"
"1969","Margarine","Production","92.72"
"1969","Margarine","Domestic disappearance","92.29"
"1969","Margarine","Exports","0.04"
"1969","Margarine","Ending stocks","3.79"
"1969","Salad oils","Total supply","58.24"
"1969","Salad oils","Beginning stocks","2.76"
"1969","Salad oils","Production","54.96"
"1969","Salad oils","Imports","0.52"
"1969","Salad oils","Total disposition","55.88"
"1969","Salad oils","Domestic disappearance","55.88"
"1969","Salad oils","Exports",
"1969","Salad oils","Ending stocks","2.36"
"1969","Shortening and shortening oils","Total supply","153.32"
"1969","Shortening and shortening oils","Beginning stocks","6.99"
"1969","Shortening and shortening oils","Production","143.86"
"1969","Shortening and shortening oils","Imports","2.47"
"1969","Shortening and shortening oils","Total disposition","146.14"
"1969","Shortening and shortening oils","Domestic disappearance","146.02"
"1969","Shortening and shortening oils","Exports","0.12"
"1969","Shortening and shortening oils","Ending stocks","7.18"
"1969","Apples fresh","Total supply","618.60"
"1969","Apples fresh","Beginning stocks","155.31"
"1969","Apples fresh","Production","435.24"
"1969","Apples fresh","Imports","28.05"
"1969","Apples fresh","Total disposition","445.82"
"1969","Apples fresh","Domestic disappearance","263.28"
"1969","Apples fresh","Exports","58.90"
"1969","Apples fresh","Manufacturing","112.67"
"1969","Apples fresh","Waste","10.97"
"1969","Apples fresh","Ending stocks","172.78"
"1969","Apples canned","Total supply","13.05"
"1969","Apples canned","Beginning stocks","5.87"
"1969","Apples canned","Production","5.84"
"1969","Apples canned","Imports","1.34"
"1969","Apples canned","Domestic disappearance","5.13"
"1969","Apples canned","Exports","3.39"
"1969","Apples canned","Ending stocks","4.53"
"1969","Apples dried","Total supply","0.29"
"1969","Apples dried","Imports","0.29"
"1969","Apples dried","Total disposition","0.29"
"1969","Apples dried","Domestic disappearance","0.29"
"1969","Apples frozen","Total supply","5.69"
"1969","Apples frozen","Beginning stocks","2.42"
"1969","Apples frozen","Production","3.27"
"1969","Apples frozen","Total disposition","2.76"
"1969","Apples frozen","Domestic disappearance","2.93"
"1969","Apples frozen","Ending stocks","2.76"
"1969","Apple juice","Total supply","96.72"
"1969","Apple juice","Beginning stocks","31.61"
"1969","Apple juice","Production","65.11"
"1969","Apple juice","Total disposition","32.77"
"1969","Apple juice","Domestic disappearance","63.95"
"1969","Apple juice","Exports","2.53"
"1969","Apple juice","Ending stocks","30.24"
"1969","Apple pie filling","Total supply","7.58"
"1969","Apple pie filling","Beginning stocks","3.09"
"1969","Apple pie filling","Production","4.49"
"1969","Apple pie filling","Total disposition","3.19"
"1969","Apple pie filling","Domestic disappearance","4.39"
"1969","Apple pie filling","Ending stocks","3.19"
"1969","Apple sauce","Total supply","20.75"
"1969","Apple sauce","Beginning stocks","5.96"
"1969","Apple sauce","Production","14.79"
"1969","Apple sauce","Total disposition","12.59"
"1969","Apple sauce","Domestic disappearance","12.59"
"1969","Apple sauce","Ending stocks","8.16"
"1969","Apricots fresh","Total supply","6.79"
"1969","Apricots fresh","Production","3.99"
"1969","Apricots fresh","Imports","2.80"
"1969","Apricots fresh","Total disposition","6.79"
"1969","Apricots fresh","Domestic disappearance","4.47"
"1969","Apricots fresh","Manufacturing","1.88"
"1969","Apricots fresh","Waste","0.44"
"1969","Apricots canned","Total supply","6.43"
"1969","Apricots canned","Beginning stocks","1.03"
"1969","Apricots canned","Production","2.35"
"1969","Apricots canned","Imports","3.05"
"1969","Apricots canned","Total disposition","4.60"
"1969","Apricots canned","Domestic disappearance","4.60"
"1969","Apricots canned","Ending stocks","1.83"
"1969","Avocados fresh","Total disposition","0.00"
"1969","Bananas fresh","Total supply","192.90"
"1969","Bananas fresh","Imports","192.90"
"1969","Bananas fresh","Domestic disappearance","192.90"
"1969","Berries other fresh","Total disposition","0.00"
"1969","Blueberries fresh","Total supply","14.28"
"1969","Blueberries fresh","Production","13.02"
"1969","Blueberries fresh","Imports","1.26"
"1969","Blueberries fresh","Total disposition","14.28"
"1969","Blueberries fresh","Domestic disappearance","5.98"
"1969","Blueberries fresh","Exports","1.91"
"1969","Blueberries fresh","Manufacturing","6.20"
"1969","Blueberries fresh","Waste","0.19"
"1969","Blueberries canned","Total supply","0.82"
"1969","Blueberries canned","Beginning stocks","0.29"
"1969","Blueberries canned","Production","0.53"
"1969","Blueberries canned","Total disposition","0.51"
"1969","Blueberries canned","Domestic disappearance","0.51"
"1969","Blueberries canned","Ending stocks","0.31"
"1969","Blueberries frozen","Total supply","7.45"
"1969","Blueberries frozen","Beginning stocks","2.12"
"1969","Blueberries frozen","Production","5.33"
"1969","Blueberries frozen","Total disposition","3.58"
"1969","Blueberries frozen","Domestic disappearance","0.05"
"1969","Blueberries frozen","Exports","3.53"
"1969","Blueberries frozen","Ending stocks","3.87"
"1969","Cherries fresh","Total supply","20.13"
"1969","Cherries fresh","Production","16.42"
"1969","Cherries fresh","Imports","3.71"
"1969","Cherries fresh","Total disposition","20.13"
"1969","Cherries fresh","Domestic disappearance","7.10"
"1969","Cherries fresh","Manufacturing","12.41"
"1969","Cherries fresh","Waste","0.62"
"1969","Cherries frozen","Total supply","8.30"
"1969","Cherries frozen","Beginning stocks","2.80"
"1969","Cherries frozen","Production","4.65"
"1969","Cherries frozen","Imports","0.85"
"1969","Cherries frozen","Total disposition","4.42"
"1969","Cherries frozen","Domestic disappearance","4.42"
"1969","Cherries frozen","Ending stocks","3.88"
"1969","Coconut fresh","Total supply","5.81"
"1969","Coconut fresh","Imports","5.81"
"1969","Coconut fresh","Total disposition","5.81"
"1969","Coconut fresh","Domestic disappearance","5.81"
"1969","Cranberries fresh","Total supply","2.48"
"1969","Cranberries fresh","Production","1.30"
"1969","Cranberries fresh","Imports","1.18"
"1969","Cranberries fresh","Total disposition","2.48"
"1969","Cranberries fresh","Domestic disappearance","2.38"
"1969","Cranberries fresh","Manufacturing",
"1969","Cranberries fresh","Waste","0.10"
"1969","Dates fresh","Total supply","54.23"
"1969","Dates fresh","Imports","54.23"
"1969","Dates fresh","Total disposition","54.23"
"1969","Dates fresh","Domestic disappearance","54.23"
"1969","Figs fresh","Total supply","8.84"
"1969","Figs fresh","Imports","8.84"
"1969","Figs fresh","Total disposition","8.84"
"1969","Figs fresh","Domestic disappearance","8.84"
"1969","Grapes fresh","Total supply","182.94"
"1969","Grapes fresh","Production","56.34"
"1969","Grapes fresh","Imports","126.60"
"1969","Grapes fresh","Total disposition","182.94"
"1969","Grapes fresh","Domestic disappearance","112.28"
"1969","Grapes fresh","Exports","7.86"
"1969","Grapes fresh","Manufacturing","51.70"
"1969","Grapes fresh","Waste","11.10"
"1969","Grape juice","Total supply","2.31"
"1969","Grape juice","Imports","2.31"
"1969","Grape juice","Total disposition","2.31"
"1969","Grape juice","Domestic disappearance","2.31"
"1969","Guavas and mangoes fresh","Total disposition","0.00"
"1969","Kiwis fresh","Total disposition","0.00"
"1969","Melons, musk and cantaloups fresh","Total supply","26.49"
"1969","Melons, musk and cantaloups fresh","Imports","26.49"
"1969","Melons, musk and cantaloups fresh","Total disposition","26.49"
"1969","Melons, musk and cantaloups fresh","Domestic disappearance","23.89"
"1969","Melons, musk and cantaloups fresh","Waste","2.60"
"1969","Other fresh melons","Total supply","57.14"
"1969","Other fresh melons","Production","0.70"
"1969","Other fresh melons","Imports","56.44"
